nohup: ignoring input
wandb: Tracking run with wandb version 0.28.0
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /home/sagemaker-user/Molecular-Architect-RL/src/wandb/offline-run-20260624_165347-jsy947zl
wandb: View this run in the terminal with `wandb leet`
[0640] R=0.576 (std=2.150)  valid=1.000  uniq=0.875  div=0.715  kl=0.0000  clip=0.000  ev=-0.026  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0645] R=0.576 (std=2.150)  valid=1.000  uniq=0.875  div=0.590  kl=0.0000  clip=0.000  ev=0.029  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0650] R=0.567 (std=2.133)  valid=1.000  uniq=0.875  div=0.721  kl=0.0000  clip=0.000  ev=0.030  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0655] R=0.572 (std=2.142)  valid=1.000  uniq=0.750  div=0.789  kl=0.0000  clip=0.000  ev=0.086  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0660] R=0.581 (std=2.159)  valid=1.000  uniq=0.750  div=0.699  kl=0.0000  clip=0.000  ev=0.013  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0665] R=0.576 (std=2.150)  valid=1.000  uniq=0.625  div=0.526  kl=0.0052  clip=0.001  ev=-0.145  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0670] R=0.562 (std=2.124)  valid=1.000  uniq=0.625  div=0.386  kl=0.0000  clip=0.000  ev=0.023  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0675] R=0.562 (std=2.124)  valid=1.000  uniq=0.625  div=0.406  kl=0.0000  clip=0.000  ev=-0.002  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0680] R=0.567 (std=2.133)  valid=1.000  uniq=0.625  div=0.463  kl=0.0000  clip=0.000  ev=-0.042  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0685] R=0.025 (std=0.261)  valid=1.000  uniq=0.375  div=0.471  kl=0.0145  clip=0.108  ev=0.091  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0690] R=0.032 (std=0.270)  valid=1.000  uniq=0.250  div=0.375  kl=0.0057  clip=0.068  ev=-0.047  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0695] R=0.157 (std=0.475)  valid=1.000  uniq=0.500  div=0.643  kl=0.0549  clip=0.262  ev=0.021  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0700] R=0.281 (std=0.590)  valid=1.000  uniq=0.625  div=0.815  kl=0.0781  clip=0.158  ev=0.039  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0705] R=0.266 (std=0.640)  valid=1.000  uniq=0.875  div=0.864  kl=0.0228  clip=0.094  ev=-0.006  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0710] R=0.231 (std=0.867)  valid=1.000  uniq=1.000  div=0.888  kl=0.0124  clip=0.085  ev=-0.010  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0715] R=0.359 (std=1.240)  valid=1.000  uniq=0.625  div=0.635  kl=0.0361  clip=0.061  ev=-0.029  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0720] R=0.187 (std=0.956)  valid=1.000  uniq=0.750  div=0.759  kl=0.0649  clip=0.139  ev=-0.030  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0725] R=0.305 (std=1.115)  valid=1.000  uniq=0.750  div=0.720  kl=0.1029  clip=0.090  ev=0.005  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0730] R=0.321 (std=1.227)  valid=1.000  uniq=0.750  div=0.749  kl=0.0979  clip=0.081  ev=-0.019  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0735] R=0.432 (std=1.600)  valid=1.000  uniq=0.625  div=0.687  kl=0.0310  clip=0.022  ev=0.007  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0740] R=0.428 (std=1.614)  valid=1.000  uniq=0.875  div=0.668  kl=0.0540  clip=0.027  ev=0.003  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0745] R=0.461 (std=1.676)  valid=1.000  uniq=0.750  div=0.522  kl=0.1088  clip=0.022  ev=0.054  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0750] R=0.243 (std=0.999)  valid=1.000  uniq=0.875  div=0.711  kl=0.0132  clip=0.022  ev=-0.021  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0755] R=0.334 (std=1.335)  valid=1.000  uniq=1.000  div=0.779  kl=0.0226  clip=0.075  ev=0.042  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0760] R=0.403 (std=1.529)  valid=1.000  uniq=0.875  div=0.631  kl=0.0557  clip=0.014  ev=0.005  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0765] R=0.539 (std=1.907)  valid=1.000  uniq=0.750  div=0.760  kl=0.0177  clip=0.051  ev=0.072  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0770] R=0.527 (std=1.837)  valid=1.000  uniq=0.875  div=0.614  kl=0.0280  clip=0.016  ev=0.009  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0775] R=0.251 (std=1.383)  valid=1.000  uniq=0.750  div=0.695  kl=0.0553  clip=0.168  ev=0.024  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0780] R=0.532 (std=1.844)  valid=1.000  uniq=0.750  div=0.635  kl=0.1254  clip=0.081  ev=-0.004  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0785] R=0.550 (std=1.966)  valid=1.000  uniq=0.750  div=0.648  kl=0.0374  clip=0.056  ev=0.072  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0790] R=0.498 (std=1.889)  valid=1.000  uniq=0.625  div=0.505  kl=0.0193  clip=0.120  ev=0.019  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
[0795] R=0.434 (std=1.542)  valid=1.000  uniq=0.750  div=0.763  kl=0.0263  clip=0.032  ev=-0.036  ent=0.010  curr=1.000  best=9.391  CCC(CN)C1CCCCCCCCC1
wandb: 
wandb: Run history:
wandb:          best/reward ▁▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂▂████████████████████
wandb: critic/explained_var ▇▇▇▇▆▇▇███▇▇▇█▇▄█▇▇█▇▁▇▇▇▇█▇▇▇▇█▇▇▇▇██▇█
wandb:     curriculum_ratio ▁▁▁▁▂▂▂▃▄▅▆▆▇▇██████████████████████████
wandb:         entropy_coef ██▇▇▆▆▆▆▅▄▄▃▃▃▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:       eval/diversity █▇▇▇▇▇▆▇█▇▆▅▆▆▆▆█▅▆▇▆▆▆▆▄▇▅▂▁▇▆▇▄▇▇▇▆▆▅▅
wandb:     eval/unique_rate ▄█▇▅▅▄▅▇▂▄▂▄▂▂▁▄▁▄▄▇▄▇▂▅▇▇▄▅▅▄▇▅▄▄▂▅▅▇▇▅
wandb:      eval/valid_rate ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
wandb:     gen/n_terminated ▄▆▇▇▆▇▇▇▆▅██▆████████▇▆▂▆▃▂▁▁▂▂▂▂▂▂▃▆▂▂▂
wandb:          gen/sa_mean █▅▁▃▂▃▂▅▃▄▄▁▆▇▄▃▂▆▃█▁▂▁▂▃▂█▂▃▁▁▁▂▁▁▄▇▂▃▄
wandb:        ppo/clip_frac ▅▄▅▃▄█▆▃▃▃▂▂▂▆▇▅▄▅▄▄▂▃▄▂▄▂▁▁▁▁▁▁▁▁▄▄▂▃▂▂
wandb:                   +7 ...
wandb: 
wandb: Run summary:
wandb:          best/reward 9.39098
wandb: critic/explained_var -0.03605
wandb:     curriculum_ratio 1
wandb:         entropy_coef 0.01
wandb:       eval/diversity 0.76336
wandb:     eval/unique_rate 0.75
wandb:      eval/valid_rate 1
wandb:     gen/n_terminated 130
wandb:          gen/sa_mean 3.79224
wandb:        ppo/clip_frac 0.03174
wandb:                   +7 ...
wandb: 
wandb: You can sync this run to the cloud by running:
wandb: wandb sync /home/sagemaker-user/Molecular-Architect-RL/src/wandb/offline-run-20260624_165347-jsy947zl
wandb: Find logs at: ./wandb/offline-run-20260624_165347-jsy947zl/logs
